Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Muhammed Sengezer ,26,0.72,0.654545455,0,1,0,0,0,0,12,0,1080,0,0,2,0,0,74.9,0.1,1,6.8
Deniz Turuc ,30,0.42,0.509090909,0,0,1,0,1,0,22,8,2033,7,2,6,0,1.4,83.3,0.4,1,6.75
Adnan Januzaj ,28,0.6,0.581818182,0,0,1,1,1,0,6,5,617,2,3,1,1,1.3,76.8,0.3,0,6.74
Lima ,31,0.46,0.509090909,0,0,1,0,0,1,26,3,2226,1,2,3,0,0.4,79.1,1.3,2,6.69
Joao Figueiredo ,27,0.48,0.581818182,1,0,1,1,0,0,10,2,824,3,0,2,0,2.5,74.6,1.3,0,6.69
Sener Ozbayrakli ,33,0.3,0.490909091,0,0,0,0,0,1,8,2,601,0,0,0,0,0,79.9,1.1,0,6.68
Serdar Gurler ,31,0.38,0.563636364,0,0,1,1,0,0,20,11,1881,6,3,3,0,1.4,84.3,0.6,1,6.64
Omer Sahiner ,31,0.38,0.472727273,1,0,1,0,1,1,23,4,1950,1,1,3,1,0.3,81.9,0.8,0,6.62
Danijel Aleksic ,32,0.52,0.563636364,0,0,1,0,1,0,18,12,1638,8,1,5,0,1.4,83.3,0.7,1,6.61
Alexandru Epureanu ,36,0.66,0.745454545,0,0,1,0,1,1,4,0,308,0,0,0,0,0.5,91,1.5,0,6.59
Lucas Biglia ,37,0.44,0.363636364,0,0,1,0,1,1,18,7,1640,0,0,6,0,0.3,89.4,0.7,1,6.58
Volkan Babacan ,34,0.72,0.763636364,0,1,0,0,0,0,21,0,1890,0,0,0,0,0,76.3,0.1,0,6.57
Berkay Ozcan ,25,0.48,0.636363636,0,0,1,0,1,0,26,8,2251,3,3,1,0,0.8,89.4,0.5,3,6.57
Ahmed Touba ,25,0.68,0.672727273,0,0,0,0,1,1,21,3,1868,0,0,3,1,0.2,88.5,1.3,0,6.54
Bertrand Traore ,27,0.5,0.527272727,1,0,1,1,0,0,7,5,688,2,1,1,0,1.7,78.2,0.2,0,6.52
Philippe Keny ,24,0.68,0.654545455,1,0,0,0,0,0,11,15,1026,4,1,1,0,0.9,65.4,2.1,1,6.51
Patryk Szysz ,25,0.42,0.472727273,0,0,1,0,0,0,9,16,886,3,4,1,0,0.6,77.5,0.3,1,6.51
Mahmut Tekdemir ,35,0.44,0.509090909,0,0,1,0,1,1,21,3,1838,0,0,8,2,0.5,83.9,0.3,0,6.49
Junior Caicara ,34,0.34,0.472727273,0,0,1,0,0,1,6,6,632,0,1,2,0,0.2,85.9,0.2,0,6.48
Caner Erkin ,34,0.5,0.581818182,0,0,1,0,0,1,3,4,327,0,1,1,0,0,81.3,0.3,0,6.43
Wu Shaocong ,23,0.72,0.654545455,0,0,0,0,0,1,1,2,101,0,0,0,0,0.3,73.7,0.7,0,6.38
Hasan Ali Kaldirim ,33,0.54,0.563636364,0,0,0,0,0,1,5,1,490,0,0,0,0,0.7,85.8,0.8,0,6.37
Stefano Okaka ,33,0.6,0.690909091,1,0,0,0,0,0,12,9,1083,1,0,3,1,0.7,79.8,1.5,0,6.34
Mesut Ozil ,34,0.48,0.581818182,0,0,1,0,1,0,1,3,71,0,0,0,0,0,91.3,0,0,6.24
Edgar Ie ,29,0.52,0.4,0,0,0,0,1,1,2,1,197,0,0,1,0,0,86.8,0.7,0,6.21
Berkay Aydogmus ,19,0.48,0.563636364,0,0,1,0,0,0,1,2,65,0,0,0,0,0.7,89.3,0.3,0,6.21
Francis Nzaba ,20,0.38,0.563636364,0,0,0,0,0,1,0,2,22,0,0,0,0,0,85.7,0.5,0,6.17
Eden Kartsev ,23,0.38,0.563636364,0,0,1,0,1,0,1,2,87,0,0,1,0,0.3,74.4,0.3,0,6.12
Batuhan Celik ,18,0.38,0.563636364,1,0,0,0,0,0,0,3,31,0,0,0,0,0.3,40,0,0,6.09
Ayberk Kaygisiz ,18,0.38,0.563636364,0,0,0,0,0,1,0,2,19,0,0,1,0,0,72.7,0.5,0,6.09
Muhammet Arslantas ,22,0.64,0.763636364,1,0,0,0,0,0,0,2,24,0,0,0,0,1,100,0.5,0,6.05
Enzo Crivelli ,28,0.64,0.636363636,1,0,1,1,0,0,0,1,17,0,0,1,0,0,50,1,0,6.02
Azubuike Okechukwu ,26,0.28,0.527272727,0,0,1,0,1,1,0,1,6,0,0,0,0,0,100,0,0,5.99
Goran Karacic ,26,0.8,0.727272727,0,1,0,0,0,0,1,0,90,0,0,0,0,0,85.7,3,1,8.84
Vedat Karakus ,25,0.68,0.654545455,0,1,0,0,0,0,1,0,90,0,0,0,0,0,80.6,0,0,7.59
Younes Belhanda ,33,0.42,0.618181818,1,0,1,0,1,0,27,3,2283,12,7,5,2,3.3,82.2,0.5,5,7.25
Tayyip Sanuc ,23,0.64,0.563636364,0,0,0,0,1,1,2,1,196,1,0,0,0,0.7,76.9,2.3,1,7.2
Badou Ndiaye ,32,0.48,0.545454545,0,0,1,0,1,0,32,0,2756,8,4,4,0,1.8,86,0.4,3,7.19
Cherif Ndiaye ,27,0.68,0.709090909,1,0,1,1,0,0,8,4,810,8,1,1,0,2.4,82.1,0.8,1,7.18
Kevin Rodrigues ,29,0.28,0.472727273,0,0,1,0,0,1,33,0,2811,2,5,6,0,1.3,78.9,0.9,2,7.12
Emre Akbaba ,30,0.48,0.527272727,1,0,1,0,1,0,22,5,1734,7,4,3,0,2,75.5,0.3,1,7
Samet Akaydin ,29,0.68,0.709090909,0,0,0,0,1,1,16,0,1417,2,0,5,0,0.5,85.4,1.9,1,6.95
Ertac Ozbir ,33,0.62,0.618181818,0,1,0,0,0,0,32,0,2880,0,1,4,0,0,85.9,0.3,3,6.9
Yusuf Sari ,24,0.24,0.2,0,0,1,1,0,0,17,14,1578,5,6,3,1,2.1,84,0.1,2,6.88
Jorge Morel ,25,0.56,0.472727273,0,0,1,0,1,1,9,3,909,1,0,1,0,0.7,90.7,1.4,0,6.85
Jonas Svensson ,30,0.28,0.472727273,0,0,1,0,1,1,29,0,2588,0,3,5,0,0.4,84.2,0.8,0,6.84
Babajide David Akintola ,27,0.44,0.454545455,0,0,1,1,0,0,21,8,1644,6,1,3,1,1.4,80.3,0.6,2,6.74
Jovan Manev ,22,0.58,0.563636364,0,0,0,0,0,1,4,4,443,0,0,0,0,0.6,88.4,2.3,0,6.72
Benjamin Stambouli ,32,0.48,0.690909091,0,0,1,0,1,1,25,5,2115,1,4,3,1,0.4,78.9,0.8,0,6.72
Henry Onyekuru ,26,0.38,0.472727273,1,0,1,1,0,0,24,4,1959,8,2,5,0,1.6,73.2,0.1,1,6.67
Semih Guler ,28,0.56,0.563636364,0,0,0,0,1,1,23,8,2180,0,1,4,0,0.3,86.6,0.8,1,6.63
Gokhan Inler ,39,0.54,0.636363636,0,0,1,0,1,1,10,18,1112,2,3,2,0,0.8,89.1,0.3,1,6.54
Ismail Cokcalis ,23,0.38,0.381818182,0,0,0,0,0,1,5,1,406,0,2,1,0,0.3,90.1,1.2,0,6.52
Artem Dzyuba ,34,0.8,0.854545455,1,0,0,0,0,0,2,2,166,1,0,1,0,0.8,76.3,2.3,0,6.5
Gokhan Tore ,31,0.4,0.472727273,1,0,1,0,0,0,0,3,30,1,0,0,0,0.3,89.5,0,0,6.49
Mario Balotelli ,32,0.66,0.8,1,0,0,0,0,0,0,2,71,0,0,0,0,4.5,73.9,0.5,0,6.49
Fredrik Gulbrandsen ,30,0.38,0.636363636,1,0,1,1,0,0,6,17,613,2,3,3,0,1,79.5,0.4,0,6.41
Mert Cetin ,26,0.66,0.836363636,0,0,0,0,1,1,7,3,593,0,0,2,0,0.1,87.5,0.9,0,6.39
Birkir Bjarnason ,35,0.54,0.636363636,0,0,1,0,1,0,2,7,217,0,2,0,0,1,69.2,0.6,0,6.38
Abdurrahim Dursun ,24,0.4,0.472727273,0,0,0,0,0,1,1,7,321,0,0,0,0,0.1,80.9,0.5,0,6.38
Britt Assombalonga ,30,0.42,0.618181818,1,0,1,1,0,0,4,8,404,2,1,1,0,1.3,79.5,0.4,0,6.34
Samuel Nongoh ,19,0.46,0.563636364,1,0,0,0,0,0,1,1,57,0,0,0,0,0.5,100,0,0,6.31
Furkan Soyalp ,28,0.38,0.527272727,0,0,1,0,1,0,1,5,100,0,0,0,0,1.2,84.8,0.2,0,6.29
Yusuf Erdogan ,30,0.3,0.436363636,0,0,1,0,0,1,2,3,156,0,0,0,0,1.2,77.2,0.4,0,6.28
Salih Kavrazli ,21,0.44,0.381818182,1,0,0,0,0,0,0,1,23,0,0,0,0,0,80,1,0,6.18
Erhun Oztumer ,32,0.08,0.290909091,0,0,1,1,1,0,0,4,33,0,0,0,0,0,100,0,0,6.15
Yaroslav Rakitskyi ,33,0.58,0.745454545,0,0,0,0,1,1,8,0,593,0,0,4,2,0.3,83,1,0,6.14
Hamza Jaganjac ,19,0.38,0.563636364,1,0,0,0,0,0,0,1,6,0,0,0,0,0,50,0,0,6.12
Berk Yildiz ,27,0.44,0.472727273,0,0,1,0,0,0,0,6,63,0,0,0,0,0,81.5,0.2,0,6.08
Vincent Aboubakar ,31,0.56,0.818181818,1,0,1,1,0,0,15,1,1321,13,2,3,0,2.9,77.6,1.6,4,7.53
Wout Weghorst ,30,0.82,0.727272727,1,0,0,0,0,0,16,0,1427,8,4,2,0,3.3,69.5,2.7,3,7.35
Gedson Fernandes ,24,0.54,0.490909091,0,0,1,0,1,0,29,4,2668,3,5,6,0,1,83.6,0.4,2,7.21
Arthur Masuaku ,29,0.46,0.472727273,0,0,1,0,0,1,30,1,2615,2,6,8,0,0.4,80.6,0.8,3,7.16
Salih Ucan ,29,0.52,0.381818182,0,0,1,0,1,0,28,1,2229,3,6,6,0,1.3,81.3,0.7,1,7.11
Nathan Redmond ,29,0.34,0.454545455,1,0,1,1,1,0,15,10,1582,5,5,5,0,1.9,75.5,0.2,1,7.04
Amir Hadziahmetovic ,26,0.46,0.490909091,0,0,1,0,1,0,12,0,974,1,2,4,0,0.6,88.3,0.9,1,7.03
Cenk Tosun ,32,0.54,0.618181818,1,0,1,1,0,0,22,10,1955,15,6,3,1,2.6,74.1,1.8,1,6.95
Tayyip Sanuc ,23,0.64,0.563636364,0,0,0,0,1,1,19,1,1532,2,0,1,0,0.7,87.5,2.2,1,6.88
Rachid Ghezzal ,31,0.52,0.472727273,0,0,1,1,1,0,7,4,497,2,3,1,0,1.1,78.8,0.2,2,6.88
Romain Saiss ,33,0.68,0.654545455,0,0,1,0,1,1,21,4,1921,1,1,6,0,0.6,82.2,2.9,2,6.83
Valentin Rosier ,26,0.38,0.490909091,0,0,1,0,0,1,26,1,2178,1,3,6,1,0.5,82.6,0.6,1,6.79
Omar Colley ,30,0.72,0.8,0,0,0,0,1,1,10,0,900,0,0,4,0,0.4,86.8,2.6,0,6.77
Souza ,34,0.64,0.6,0,0,1,0,1,1,9,1,819,1,1,3,1,0.9,87.7,1.3,0,6.77
Kartal Yilmaz ,22,0.44,0.563636364,0,0,1,0,1,1,1,2,123,0,1,0,0,0.7,79.6,0.7,0,6.7
Mert Gunok ,34,0.8,0.872727273,0,1,0,0,0,0,23,0,2070,0,0,0,0,0,66.3,0.2,1,6.63
Georges-Kevin Nkoudou ,28,0.32,0.563636364,0,0,1,1,0,0,13,7,1104,4,0,2,0,1.1,79.9,0.2,0,6.62
Berkay Vardar ,20,0.64,0.563636364,0,0,1,0,0,0,3,2,244,0,0,2,0,0.6,77.2,0.6,0,6.62
Jackson Muleka ,23,0.48,0.6,1,0,1,1,0,0,14,15,1161,5,1,2,0,1.5,71.1,0.8,0,6.59
Onur Bulut ,29,0.46,0.454545455,0,0,1,0,0,1,6,2,586,0,1,1,0,0.1,78.5,0.5,0,6.59
Welinton ,34,0.5,0.672727273,0,0,0,0,1,1,10,4,948,0,0,5,1,0.9,81.9,2.9,1,6.57
Tayfur Bingol ,30,0.48,0.490909091,0,0,1,0,1,1,6,20,944,2,2,1,0,0.5,84.9,0.6,0,6.57
Dele Alli ,27,0.64,0.581818182,1,0,1,0,1,0,10,3,713,2,0,0,0,0.5,78,0.5,1,6.51
Javi Montero ,24,0.58,0.581818182,0,0,0,0,1,1,2,1,225,0,0,0,0,0.3,88.8,1.3,0,6.46
Alexandru Maxim ,32,0.46,0.527272727,1,0,1,1,1,0,2,9,277,0,0,1,0,0.4,87.7,0.2,0,6.46
Necip Uysal ,32,0.48,0.509090909,0,0,1,0,1,1,8,13,842,0,0,2,0,0.1,88.6,0.7,0,6.37
Umut Meras ,27,0.44,0.527272727,0,0,1,0,0,1,4,11,427,0,0,0,0,0.2,82.7,0.5,0,6.28
Ersin Destanoglu ,22,0.78,0.8,0,1,0,0,0,0,9,0,810,0,0,0,0,0,73.8,0.2,0,6.26
Kenan Karaman ,29,0.66,0.709090909,1,0,1,1,1,0,0,2,36,0,0,0,0,1,66.7,2,0,6.21
Kerem Kesgin ,22,0.4,0.563636364,0,0,1,1,1,0,0,6,39,0,0,0,0,0.7,92.3,0,0,6.13
Emrecan Uzunhan ,22,0.66,0.563636364,0,0,0,0,1,1,1,2,116,0,1,0,1,0.3,75,1.7,0,6.08
Semih Kilicsoy ,17,0.44,0.563636364,1,0,0,0,0,0,0,4,41,0,0,1,0,0.8,75,0.3,0,5.99
Atiba Hutchinson ,40,0.62,0.709090909,0,0,1,0,1,1,1,4,80,1,0,0,0,0.2,89.7,0.4,0,5.93
Emre Bilgin ,19,0.64,0.563636364,0,1,0,0,0,0,2,0,180,0,0,0,0,0,85.7,0.5,0,5.86
Tyler Boyd ,28,0.54,0.545454545,0,0,1,1,1,0,0,1,45,0,0,0,0,0,80,0,0,5.76
Mauro Icardi ,30,0.5,0.563636364,1,0,0,0,0,0,21,3,1890,22,7,3,0,3.4,70.6,2,7,7.63
Sacha Boey ,22,0.44,0.472727273,0,0,0,0,0,1,31,0,2714,1,4,8,1,0.8,79,2.2,1,7.31
Kerem Akturkoglu ,24,0.34,0.436363636,0,0,1,1,0,0,31,3,2600,9,11,3,0,1.9,69.6,0.8,3,7.26
Sergio Oliveira ,31,0.5,0.509090909,0,0,1,0,1,1,29,3,2340,4,4,7,0,2.7,81.5,0.6,3,7.13
Kazimcan Karatas ,20,0.52,0.563636364,0,0,1,0,0,1,8,3,725,0,0,1,0,0.7,77.6,1.5,0,7.06
Milot Rashica ,27,0.42,0.527272727,1,0,1,1,1,0,20,6,1702,4,6,3,0,1.5,76.7,0.4,0,7.03
Dries Mertens ,36,0.26,0.309090909,1,0,1,1,1,0,27,3,2067,6,3,7,0,2.5,78,0.1,2,7.03
Sam Adekugbe ,28,0.44,0.563636364,0,0,0,0,0,1,6,0,515,0,1,2,0,0.5,87.2,1.5,0,6.98
Abdulkerim Bardakci ,28,0.58,0.672727273,0,0,0,0,1,1,30,0,2655,3,3,4,2,1,85.1,3.1,1,6.98
Lucas Torreira ,27,0.2,0.381818182,0,0,1,0,1,1,28,3,2421,0,0,6,0,0.6,88.2,0.7,0,6.98
Emin Bayram ,20,0.6,0.563636364,0,0,0,0,1,1,4,3,425,0,0,1,0,0.7,89.6,1.6,1,6.87
Victor Nelsson ,24,0.58,0.618181818,0,0,0,0,1,1,33,0,2964,0,0,5,0,0.4,85.7,3.2,1,6.84
Fernando Muslera ,37,0.68,0.727272727,0,1,0,0,0,0,33,0,2965,0,0,5,0,0,78.1,0.2,1,6.75
Baris Yilmaz ,23,0.6,0.563636364,0,0,1,1,0,0,8,17,851,4,2,5,0,1.3,76,1,0,6.64
Nicolo Zaniolo ,24,0.68,0.636363636,1,0,1,1,1,0,2,8,352,5,0,1,1,2.2,73.7,0.1,1,6.64
Emre Tasdemir ,27,0.4,0.472727273,0,0,1,0,0,1,5,0,318,1,0,0,0,0.6,82.2,0.4,0,6.63
Leo Dubois ,28,0.44,0.381818182,0,0,1,0,0,1,9,12,982,1,1,1,0,0.5,83.6,0.6,0,6.61
Yunus Akgun ,22,0.34,0.381818182,0,0,1,1,1,0,10,15,1013,1,2,1,0,1.2,81.9,0.1,0,6.59
Bafetimbi Gomis ,37,0.56,0.6,1,0,0,0,0,0,7,16,680,8,0,1,0,1.4,68.5,0.7,2,6.57
Patrick van Aanholt ,32,0.4,0.545454545,0,0,1,0,0,1,9,1,807,0,2,2,0,0.9,81.9,0.8,0,6.54
Berkan Kutlu ,25,0.6,0.563636364,0,0,1,0,1,1,6,18,756,0,0,4,0,0.2,80.5,0.8,1,6.52
Juan Mata ,35,0.28,0.345454545,0,0,1,1,1,0,3,13,336,3,1,1,0,0.8,86.2,0,1,6.37
Fredrik Midtsjo ,29,0.4,0.472727273,0,0,1,0,1,0,5,16,615,1,2,3,0,0.3,81.9,0.3,0,6.36
Emre Kilinc ,28,0.36,0.436363636,0,0,1,1,1,0,0,2,37,0,0,0,0,0,61.5,0.5,0,6.29
Emre Akbaba ,30,0.48,0.527272727,1,0,1,0,1,0,3,2,175,0,0,0,0,1,85.2,0,0,6.26
Yusuf Demir ,20,0.34,0.454545455,1,0,0,0,0,0,0,5,66,0,0,0,0,1.2,88.9,0.2,0,6.24
Taylan Antalyali ,28,0.48,0.563636364,0,0,1,0,1,0,0,1,12,0,0,0,0,0,85.7,0,0,6.19
Alexandru Cicaldau ,25,0.34,0.509090909,0,0,1,0,1,0,0,1,5,0,0,0,0,0,100,0,0,6.15
Kaan Ayhan ,28,0.56,0.727272727,0,0,1,0,1,1,1,4,110,0,0,0,0,0.6,89.6,0.2,0,6.12
Hamza Akman ,18,0.38,0.563636364,0,0,1,0,0,0,0,1,7,0,0,0,0,0,100,0,0,6.11
Haris Seferovic ,31,0.6,0.745454545,1,0,1,1,0,0,4,6,378,0,0,0,0,1.3,71.2,0.5,0,6.11
Baran Aksaka ,20,0.44,0.545454545,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Okan Kocuk ,27,0.62,0.636363636,0,1,0,0,0,0,1,1,95,0,0,0,0,0,51.2,0,0,5.96
Tjark Ernst ,20,0.74,0.781818182,0,1,0,0,0,0,1,0,90,0,0,0,0,0,69,0,0,7.7
Lucas Tousart ,26,0.58,0.709090909,0,0,1,0,1,1,33,0,2948,5,2,1,0,1.3,61.7,2.8,3,6.87
Marc Oliver Kempf ,28,0.6,0.781818182,0,0,0,0,1,1,31,0,2713,1,0,5,0,0.5,78,4.3,1,6.87
Dodi Lukebakio ,25,0.62,0.6,1,0,1,1,1,0,27,5,2407,11,3,8,0,2,73.9,0.5,3,6.85
Marco Richter ,25,0.4,0.545454545,1,0,1,0,1,0,21,8,1844,6,5,8,0,1.7,67.3,0.4,2,6.7
Suat Serdar ,26,0.56,0.563636364,0,0,1,0,1,0,24,8,2034,4,2,7,0,0.7,70.6,0.9,1,6.66
Maximilian Mittelstadt ,26,0.48,0.490909091,0,0,1,0,1,1,7,10,845,0,0,5,0,0.4,72.4,0.6,0,6.65
Stevan Jovetic ,33,0.54,0.636363636,1,0,1,1,1,0,8,9,887,4,2,0,0,1.6,64.6,0.8,0,6.6
Chidera Ejuke ,25,0.4,0.509090909,1,0,1,1,1,0,9,11,885,0,3,0,0,1.2,81.5,0.3,0,6.58
Jonjoe Kenny ,26,0.4,0.418181818,0,0,1,0,0,1,25,4,2243,0,1,3,0,0.2,74.9,0.9,0,6.55
Marvin Plattenhardt ,31,0.5,0.581818182,0,0,1,0,0,1,29,2,2408,0,2,3,0,0.3,74.7,0.6,1,6.45
Ibrahim Maza ,17,0.48,0.472727273,1,0,0,0,0,0,0,2,70,1,0,0,0,0.5,78.6,0,0,6.45
Florian Niederlechner ,32,0.62,0.763636364,1,0,1,1,1,0,11,5,787,1,0,2,0,1.3,66.9,1.1,0,6.42
Wilfried Kanga ,25,0.58,0.581818182,1,0,0,0,0,0,15,8,1421,2,0,3,0,1.1,62.8,2.3,0,6.42
Pascal Klemens ,18,0.6,0.654545455,0,0,0,0,0,1,1,0,90,0,0,0,0,0,84.8,1,0,6.42
Filip Uremovic ,26,0.56,0.672727273,0,0,0,0,1,1,21,1,1733,0,0,6,1,0.4,79.4,2.5,1,6.39
Oliver Christensen ,24,0.68,0.690909091,0,1,0,0,0,0,33,0,2970,0,0,2,0,0,58.8,0.2,1,6.39
Tolga Cigerci ,31,0.58,0.654545455,0,0,1,0,1,0,10,1,681,0,1,2,0,0.8,81.2,0.9,0,6.35
Jessic Ngankam ,22,0.56,0.727272727,1,0,0,0,0,0,8,10,825,4,0,5,0,1.1,62.7,0.8,0,6.33
Jean-Paul Boetius ,29,0.44,0.581818182,1,0,1,1,1,0,10,11,1046,0,0,3,0,0.2,73.2,0.2,0,6.32
Ivan Sunjic ,26,0.56,0.563636364,0,0,1,0,1,1,12,6,993,0,0,4,0,0.3,75,0.4,1,6.32
Davie Selke ,28,0.78,0.727272727,1,0,0,0,0,0,3,10,276,1,1,1,0,0.5,62.1,1.7,0,6.31
Marton Dardai ,21,0.64,0.6,0,0,0,0,1,1,11,6,948,1,0,2,0,0.1,59.5,1,0,6.3
Veit Stange ,19,0.38,0.563636364,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,6.27
Agustin Rogel ,25,0.68,0.727272727,0,0,0,0,1,1,14,6,1423,0,1,7,0,0.3,74.8,2.5,0,6.25
Peter Pekarik ,36,0.42,0.527272727,0,0,1,0,0,1,2,3,204,0,0,0,0,0,76.7,0.8,0,6.17
Derry Scherhant ,20,0.58,0.618181818,1,0,0,0,0,0,2,8,280,1,0,0,0,0.4,71.7,0.2,0,6.16
Kevin-Prince Boateng ,36,0.6,0.581818182,1,0,1,0,1,0,5,11,463,0,0,3,0,0.4,74.8,1.2,0,6.09
Myziane Maolida ,24,0.54,0.654545455,1,0,1,1,0,0,1,2,94,0,0,0,0,0,53.8,0,0,6.04
Vladimir Darida ,32,0.32,0.418181818,1,0,1,0,1,0,0,3,29,0,0,0,0,0,66.7,0,0,6.03
Julian Eitschberger ,19,0.48,0.509090909,0,0,0,0,0,1,0,1,1,0,0,0,0,0,100,0,0,6
Tony Rolke ,20,0.38,0.563636364,1,0,0,0,0,0,0,1,19,0,0,0,0,0,62.5,0,0,5.95
Ralf Fahrmann ,34,0.82,0.981818182,0,1,0,0,0,0,12,0,1026,0,0,0,0,0,65.5,0.2,0,6.94
Rodrigo Zalazar ,23,0.44,0.509090909,0,0,1,0,1,0,15,7,1326,1,6,4,0,1.7,68.6,1.1,3,6.9
Soichiro Kozuki ,22,0.48,0.545454545,0,0,1,1,0,0,5,0,383,1,0,1,0,2.8,68.1,0.6,0,6.82
Moritz Jenz ,24,0.68,0.527272727,0,0,0,0,1,1,11,0,946,0,0,5,0,0.9,76.7,3.1,0,6.73
Marcin Kaminski ,31,0.72,0.727272727,0,0,0,0,1,1,7,1,631,2,0,0,0,0.5,82.4,3.6,0,6.73
Marius Bulter ,30,0.64,0.745454545,1,0,1,0,1,1,30,3,2605,11,1,5,0,2.1,64.2,1.3,2,6.72
Tom Krauss ,22,0.52,0.509090909,0,0,1,0,1,1,31,1,2531,2,0,8,0,0.8,73.3,0.8,0,6.66
Malick Thiaw ,21,0.7,0.654545455,0,0,0,0,1,1,3,0,270,0,0,2,0,0.7,87.8,3.3,0,6.64
Maya Yoshida ,34,0.66,0.618181818,0,0,0,0,1,1,28,1,2554,0,0,4,0,0.4,76.7,2.9,0,6.63
Cedric Brunner ,29,0.48,0.563636364,0,0,0,0,1,1,28,0,2325,0,0,5,0,0.4,70.3,1.3,0,6.53
Simon Terodde ,35,0.72,0.709090909,1,0,0,0,0,0,21,11,1825,5,0,5,0,1.4,67.8,2.3,2,6.49
Tim Skarke ,26,0.5,0.636363636,0,0,1,1,1,0,6,3,444,1,1,0,0,1.2,70.1,0.4,0,6.47
Michael Frey ,28,0.66,0.763636364,1,0,0,0,0,0,10,5,875,0,3,2,0,1.8,57.5,2.9,0,6.43
Henning Matriciani ,23,0.62,0.472727273,0,0,0,0,1,1,22,0,1868,0,0,1,0,0.1,75.2,1.5,0,6.42
Jere Uronen ,28,0.42,0.454545455,0,0,1,0,0,1,9,2,681,0,0,2,0,0.4,73.6,1.5,0,6.42
Dominick Drexler ,33,0.54,0.490909091,0,0,1,1,1,0,16,11,1370,4,3,3,1,0.6,69.2,0.8,1,6.41
Tobias Mohr ,27,0.54,0.618181818,0,0,1,0,1,1,8,10,835,0,3,0,0,0.7,67.4,0.5,0,6.41
Eder Balanta ,30,0.5,0.727272727,0,0,1,0,1,1,3,3,239,0,0,3,0,0.2,72.4,0.7,0,6.41
Alex Kral ,25,0.58,0.509090909,0,0,1,0,1,1,26,3,2357,0,0,3,0,1.1,71.2,1.7,0,6.38
Florian Flick ,23,0.68,0.636363636,0,0,1,0,1,1,5,3,511,0,0,1,0,0.3,70.9,2,0,6.37
Alexander Schwolow ,31,0.68,0.727272727,0,1,0,0,0,0,22,1,2034,0,0,1,0,0,63.3,0.2,0,6.35
Sebastian Polter ,32,0.72,0.909090909,1,0,1,1,0,0,5,14,619,2,3,3,0,0.6,54.2,2.1,0,6.35
Sepp van den Berg ,21,0.66,0.545454545,0,0,1,0,1,1,8,1,696,1,0,2,0,0.6,83.5,1.6,0,6.34
Kenan Karaman ,29,0.66,0.709090909,1,0,1,1,1,0,10,11,971,1,2,2,0,1,68.1,1.5,0,6.33
Mehmet Aydin ,21,0.46,0.436363636,0,0,1,0,0,0,3,13,560,0,0,0,0,0.3,64.9,0.8,0,6.31
Thomas Ouwejan ,26,0.44,0.509090909,0,0,1,0,0,1,10,7,902,0,1,1,0,0.3,66,0.2,0,6.3
Keke Maximilian Topp ,19,0.72,0.672727273,1,0,0,0,0,0,0,1,19,0,0,0,0,1,75,1,0,6.22
Danny Latza ,33,0.46,0.527272727,0,0,1,0,1,0,8,12,845,0,1,2,0,0.8,81.7,0.7,0,6.16
Jordan Larsson ,26,0.38,0.454545455,1,0,1,1,1,0,5,6,464,0,0,0,0,0.9,75.2,0.5,0,6.13
Florent Mollet ,31,0.28,0.418181818,0,0,1,1,1,0,4,5,408,1,0,1,0,1.2,78,0.1,0,6.11
Timothee Kolodziejczak ,31,0.58,0.563636364,0,0,1,0,1,1,0,1,25,0,0,0,0,0,84.6,0,0,6.11
Leo Greiml ,22,0.6,0.6,0,0,0,0,1,1,3,4,356,0,0,2,0,0.1,82.3,1.4,0,6.11
Sidi Sane ,20,0.62,0.581818182,0,0,1,0,0,0,1,1,25,0,0,0,0,0,100,0,0,6.04
Kerim Calhanoglu ,20,0.48,0.654545455,0,0,1,0,0,1,0,3,60,0,0,0,0,0.3,69.2,0.3,0,6.01
Andreas Ivan ,28,0.42,0.418181818,0,0,1,0,0,0,0,1,45,0,0,0,0,1,90,0,0,5.91
Borna Sosa ,25,0.62,0.636363636,0,0,1,0,0,1,22,3,1961,2,7,5,0,0.6,82.2,0.6,2,7.01
Konstantinos Mavropanos ,25,0.76,0.909090909,0,0,0,0,1,1,26,2,2288,2,1,7,1,1.7,83.5,2.9,2,7
Wataru Endo ,30,0.44,0.6,0,0,1,0,1,1,33,0,2925,5,4,3,0,1.4,79.7,2.3,1,6.97
Sasa Kalajdzic ,25,0.88,0.890909091,1,0,0,0,0,0,3,0,235,0,3,1,0,1.7,63.5,3,0,6.87
Serhou Guirassy ,27,0.62,0.690909091,1,0,1,1,0,0,20,2,1653,11,0,2,1,2.2,74.3,1.9,1,6.76
Hiroki Ito ,24,0.64,0.727272727,0,0,0,0,1,1,29,1,2563,1,1,5,0,0.7,83,1.3,0,6.69
Chris Fuhrich ,25,0.5,0.472727273,1,0,1,0,1,0,21,12,1892,5,2,2,0,1.3,82.3,0.1,1,6.65
